painting,art_style,emotion,repetition,emotion_label,pne,Link,utterance,generated_emotion_text
orest-kiprensky_portrait-of-alexander-pushkin-1827,Romanticism,contentment,5,2,0,https://uploads2.wikiart.org/images/orest-kiprensky/portrait-of-alexander-pushkin-1827.jpg,The man has innocent mutton chops and his arms are folded across his stomach. The man's Scottish looking scarf is a good contrast to his blue eyes. I feel like i can feel the fabric on his frock coat. I also wonder what the tartan is on his sash - if it's a tartan for his clan.,Contentment
paul-jenkins_not_detected_235689,Abstract_Expressionism,awe,5,1,0,https://uploads2.wikiart.org/images/paul-jenkins/not_detected_235689.jpg,"This definitely belongs on the cover of an 1980's rock album. Flashes of lightning and you can almost make out a jamming guitar player near the center. A mixture of a spider's web that is captured by rainbow tones of pink, red, purple, yellow, and orange.",Excitement
henri-rousseau_view-of-the-palais-du-metropolitan-1909,Post_Impressionism,sadness,5,7,1,https://uploads6.wikiart.org/images/henri-rousseau/view-of-the-palais-du-metropolitan-1909.jpg,The sky is brooding and melancholy and the indistinctness of the figures makes them appear less than human. The dark buildings and splotches on the sky seem to forebode ill omen.,Fear
konstantin-vasilyev_not-detected-272787,Symbolism,sadness,5,7,1,https://uploads0.wikiart.org/images/konstantin-vasilyev/not-detected-272787.jpg,"Jesus dying and nailed to the cross, its hurtful seeing this, makes sad HE LOOKS SO SAD, AND HIS HANDS ARE SCARY. beautiful piece that is sad and stunning, the red really brightens up this painting It makes me feel a great deal of sadness remembering how jesus had to die for our sins.",Sadness
ion-andreescu_still-life,Impressionism,contentment,5,2,0,https://uploads3.wikiart.org/images/ion-andreescu/still-life.jpg,The basket and background vase compliment the vegetables on tabletop. A domestic still life includes a rustic basket and a variety of vegetables. A simple but pleasing painting. The vegetables here look good and stand out from each other well.,Contentment
thomas-gainsborough_portrait-of-grace-dalrymple-elliott,Rococo,awe,5,1,0,https://uploads7.wikiart.org/images/thomas-gainsborough/portrait-of-grace-dalrymple-elliott.jpg,"The woman appears to be lost in thought while her portrait is being made by the artist This woman is royal or at least looks the part While the details are very soft and loving in her face, the light contrasting the hair makes her appear much older. The dress seems a bit too low-cut for her appearance in age. The detail in the lady's hair is awesome.",
vincent-van-gogh_the-zouave-half-length-1888,Post_Impressionism,amusement,5,0,0,https://uploads5.wikiart.org/images/vincent-van-gogh/the-zouave-half-length-1888.jpg,"The man in this picture looks like he is amused at something, like he is thinking of a good joke. The man's porn star mustache, beer belly and rediculous hat make him look like the king..of losers",Amusement
camille-pissarro_the-banks-of-the-epte-at-eragny-1884,Impressionism,contentment,6,2,0,https://uploads5.wikiart.org/images/camille-pissarro/the-banks-of-the-epte-at-eragny-1884.jpg,"Everything is so realistic looking, even the tree stump. Lovely little pond with cows in the distance. Countryside greenery, blue sky with fluffy white clouds and animals grazing. we need the earth - the earth does not need us Look at the tiny, tiny brushstrokes and the attention to detail within this landscape. Beautiful",Awe
camille-pissarro_washerwoman-study-also-known-as-la-mere-larcheveque-1880,Impressionism,sadness,6,7,1,https://uploads7.wikiart.org/images/camille-pissarro/washerwoman-study-also-known-as-la-mere-larcheveque-1880.jpg,"The woman has a very sad look in her face The contrast of the green background with the womans red face. This gives the feelingof sadness as she appears to be tired and working hard. The lady in the painting has a facial expression which conveys profound sadness. The look on the ladies face looks sad and she looks depressed the woman looks  like she is sad and has a lot on her mind the girl look makes me sad, is it because she looks sad too?",Sadness
george-morland_the-labourer-s-luncheon-1792,Rococo,contentment,6,2,0,https://uploads4.wikiart.org/images/george-morland/the-labourer-s-luncheon-1792.jpg,"the way the tan dirt pops out against the green grass The travelers are resting and feeding their dog, the sky is opening from after a storm. Tranquil rural scene which is very restful and appealing. Tranquil and scenic, the colours are muted and pleasing and the aura one of peace. The stocky white horse is so pretty and the dogs are getting bites of food from the men. everyone is resting and feeling content. the countryside scenery adds to the serenity of the drawing.",Contentment
joan-miro_still-life-with-coffee-mill,Cubism,excitement,10,3,0,https://uploads7.wikiart.org/images/joan-miro/still-life-with-coffee-mill.jpg,The picnic that does not have food on it The picnic that does not have food on it i'm interested about the different figures here and would like to know more i'm interested about the different figures here and would like to know more The good old days when everything was so cheap reminds me of my childhood days. The good old days when everything was so cheap reminds me of my childhood days. The detail on the ticket contrasts with the rest of the painting and it makes me interested as to why. The detail on the ticket contrasts with the rest of the painting and it makes me interested as to why.,Disgust
gustave-caillebotte_woman-seated-on-the-lawn,Impressionism,fear,5,6,1,https://uploads5.wikiart.org/images/gustave-caillebotte/woman-seated-on-the-lawn.jpg,The face of the woman is faded and she looks like a ghost. the  washed out face makes this person seem creepy The featureless face and darkness is somewhat disturbing,Amusement
paul-cezanne_still-life-with-sugar-1890,Post_Impressionism,contentment,5,2,0,https://uploads0.wikiart.org/images/paul-cezanne/still-life-with-sugar-1890.jpg,"With the bright tablecloth and fruit laid out it seems like someone is about to have a relaxing picnic. This piece is well done and depicts the fruit very clearly. The still life has a three dimensional quality, especially with the pieces of fruit, on a lively striped tablecloth.",Contentment
camille-corot_goatherd-standing-playing-the-flute-under-the-trees-1855,Realism,contentment,6,2,0,https://uploads4.wikiart.org/images/camille-corot/goatherd-standing-playing-the-flute-under-the-trees-1855.jpg,"What a cute little river leading into a body of water. Such a pretty view of the body of water at the end of the river. I love the colors in this, the greens and browns are very warm and the scene is amazing",Contentment
camille-pissarro_peasant-girl-drinking-her-coffee-1881,Pointillism,contentment,5,2,0,https://uploads6.wikiart.org/images/camille-pissarro/peasant-girl-drinking-her-coffee-1881.jpg,"Realistic depiction of a simple task. Realistic depiction of a simple task. This painting to me is one of Peace. The young lady has a garden tool in one hand and flower pot in the other and she's in front of a window - I could picture myself in this picture, in a tranquil, thoughtful mood. This painting to me is one of Peace. The young lady has a garden tool in one hand and flower pot in the other and she's in front of a window - I could picture myself in this picture, in a tranquil, thoughtful mood. this woman appears to be toiling diligently for the sake of her family this woman appears to be toiling diligently for the sake of her family",Contentment
fernand-leger_red-pot-1926,Cubism,amusement,5,0,0,https://uploads5.wikiart.org/images/fernand-leger/red-pot-1926.jpg,It's fun trying to figure out what this is. Feels like there is a story in the image.,Excitement
edgar-degas_children-on-a-doorstep-1872,Impressionism,contentment,6,2,0,https://uploads0.wikiart.org/images/edgar-degas/children-on-a-doorstep-1872.jpg,The children playing on the front porch makes for a idyllic scene. children and a dog sit on the ground in an outside patio The little kid sitting down on the white blanket is absolutely adorable! Such a wide eyed cutie! Reminds me of my daughter. The sight of the children playing in the porch makes for a quaint scene.,Contentment
sam-francis_her-blue-deeps-1972,Abstract_Expressionism,awe,6,1,0,https://uploads1.wikiart.org/images/sam-francis/her-blue-deeps-1972.jpg,This looks like the inside of a kaleidoscope I really love the contrasting colors and how vibrant everything is.,Excitement
peter-paul-rubens_the-crowning-of-st-catherine,Baroque,contentment,5,2,0,https://uploads7.wikiart.org/images/peter-paul-rubens/the-crowning-of-st-catherine.jpg,a balance between bold colors and somber hues compliment the contented faces on everyone in this scene A perfect example of the cycle of life. Mother Mary so blessed and true. A real protector.,Contentment
pierre-auguste-renoir_roses-in-a-vase-1876,Impressionism,contentment,5,2,0,https://uploads3.wikiart.org/images/pierre-auguste-renoir/roses-in-a-vase-1876.jpg,"It makes me feel happy like I can smell the flowers and feel the glow of summer. although it's a pretty basic still life of a vase of roses, there is some movement in the background that makes it a little more dynamic. it's slightly unsettling because it seems like the vase is teetering on the edge of a table and you can't really tell what's going on the in background. so it's a happy little painting but also kind of puts you on edge a bit. Makes me feel happy and content. I think of when I will be able to have my own place The vase with its blue and white compliment the flowers in it",Contentment
paul-bril_the-port-1611,Baroque,contentment,5,2,0,https://uploads2.wikiart.org/images/paul-bril/the-port-1611.jpg,The ship at anchor in the harbor at night evokes a sense of rest at the end of the day. It feels like a ship is stranded in a far away place and the crew are making repairs to make the ship seaworthy.,Contentment
mario-nuzzi_the-angel-of-the-annunciation-in-a-garland-of-flowers,Baroque,awe,6,1,0,https://uploads8.wikiart.org/images/mario-nuzzi/the-angel-of-the-annunciation-in-a-garland-of-flowers.jpg,"I love the beautiful painting of a woman surrounded by the natural beauty of flowers and all their different colours and shapes. wow the flowers and the girl looks so beautiful, The wreath of flowers is so immaculately detailed I feel like I could touch the petals.",Contentment
koloman-moser_girl-in-landscape-1898,Art_Nouveau_Modern,fear,6,6,1,https://uploads6.wikiart.org/images/koloman-moser/girl-in-landscape-1898.jpg,Moody young woman with a stare that is a bit evil done with pencil ?   Eyes are the wind to the soul and she makes a person nervous. The woman's flowing hair and expression are ghostly The light shading of the woman makes her appear mysterious and evil,Fear
